,state,district,latitude,longitude,population,male,female,literate,literate males,literate females,Scheduled Caste,Scheduled Castes - Males,Scheduled Castes - Females,Scheduled Tribes,Scheduled Tribes - Males,Scheduled Tribes - Females,Workers,Male workers,Female workers,Main workers,Marginal workers,Non-workers,Cultivator workers,Agricultural workers,Household workers,Other workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Other religions,Religion not stated,Households with LPG or PNG,Households with electric lightning,Households with internet,Households with computer,Rural households,Urban households,households,Below primary education,Higher graduation,Graduate education,Individuals in age group 0-29 years,Individuals in age group 30-49 years,Individuals in age group above 50 years,Households with bicycle,Households with car/jeep/van,Households with radio transistor,Households with scooter motorcycle moped,Households with landline only,Households with mobile only,"households with tv,computer,laptop,telephone,mobile phone,scooter and car",Households with television,Households with mobile phone,Households with telephone and mobile phone both,Occupied houses - Dilapidated,Households with kitchen inside house,Households with bathing facility,Owned households,Rented households,Households using uncovered well water for drinking,Households using handpump/tubewell/borewell for drinking water,Households using spring water for drinking,Households using river/canal water for drinking,Households with drinking water from spring/river/canal/tank/pond/lake/other sources,Househlds with drinking water near house,Households with drinking water source within premises,Households using pond/lake water for drinking,Households using tapwater for drinking,Households with tubewell/borehole for drinking water,Household size: 1 person,Household size: 2 persons,Household size: 1-2 persons,Household size: 3 persons,Household size: 3-5 persons,Household size: 4 persons,Household size: 5 persons,Household size: 6-8 persons,Household size: 9+ persons,Households with drinking water away from house,sex ratio,Literacy rate
459,Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,4681645,2488834,2192811,3123264,1811397,1311867,773463,412750,360713,3968,2104,1864,1520538,1231615,288923,1252911,267627,3161107,158868,123680,83672,1154318,3414427,1186776,19026,23001,3487,16412,265,18251,501592,695130,78116,179552,355407,836316,1191723,534606,475439,255949,2891069,1139871,559963,409265,119441,218210,292502,62944,577047,117483,592753,700485,60494,19054,785452,750601,672322,140034,484,461559,263,446,16550,112973,679606,2693,347916,112059,17906,51607,69513,87682,412399,163121,161596,263640,84291,37264,0.8810595644386086,66.71296093573946
460,Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,3620268,1855075,1765193,2197549,1293553,903996,726641,375015,351626,28712,14664,14048,1204602,808700,395902,766881,437721,2415666,368943,435934,68254,331471,3233790,368153,4181,810,3145,213,184,9792,36798,105767,5309,50180,700173,61467,761640,566504,334003,186306,2234593,774130,556273,383511,21169,133819,78218,23602,341596,8142,139187,375976,10778,53403,465637,216165,514080,5915,18183,434210,144,259,6803,213032,213999,237,58602,3697,8780,22682,31462,28154,159312,52985,78173,204877,129310,97930,0.9515480506178996,60.70127957377741
461,Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,3433919,1787146,1646773,1679994,1034181,645813,531973,276656,255317,870,476,394,1170552,855848,314704,739663,430889,2263367,440340,431532,65299,233381,2739076,678615,4735,1893,649,338,57,8556,45517,104084,4313,31811,673578,52794,726372,678171,144067,118176,2223078,734903,464584,417980,13053,172589,75067,12470,324246,4944,78099,346478,9762,58242,465245,248745,521253,9886,2818,338812,203,614,3782,217341,288071,559,188037,1831,17296,35174,52470,40008,178376,61929,76439,194853,109862,30149,0.921454094964821,48.92351858037421
462,Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,4440895,2277777,2163118,2700328,1593890,1106438,936061,481123,454938,18172,9261,8911,1351629,1016876,334753,746381,605248,3089266,255660,454931,82965,558073,4009037,403847,9662,2123,2848,460,207,12711,149727,296619,14597,65360,761958,189170,951128,873031,316166,273903,2755630,992114,659677,531565,30258,148499,157765,27902,498764,23177,255280,544038,17372,54998,601098,390206,666811,22177,934,446270,308,807,6993,262327,390464,926,238404,16143,14499,34258,48757,42604,242957,82855,117498,262941,140711,42575,0.9496618852503999,60.805941144746726
463,Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,4092845,2191442,1901403,2221601,1374587,847014,1274505,685223,589282,349,186,163,1318946,1091952,226994,969871,349075,2773899,596813,406830,59649,255654,3508131,556219,5822,5688,6671,446,98,9770,60689,95508,3845,32065,786613,121064,907677,741817,138583,103523,2598364,905306,559988,494925,12396,191429,82094,15357,362234,4764,132969,387803,10212,57352,686741,341739,697057,7613,28171,536236,52,231,3208,258126,361033,209,137163,2003,24637,53475,78112,63641,273230,93974,115615,264829,92550,89562,0.8676492464778899,54.28011566526463
464,Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,1689974,906092,783882,1075196,653430,421766,468178,252588,215590,832,428,404,620764,470969,149795,420266,200498,1069210,196613,243035,26109,155007,1509708,171581,1148,463,2875,256,145,3798,42616,104176,2217,18615,304856,91565,396421,169207,104699,106888,1002817,410090,274954,162840,7009,68232,58169,8950,184347,3599,90428,199931,6634,8834,276045,206627,276057,9057,10397,221913,80,84,1062,136422,107861,109,52267,1875,8108,18352,26460,22595,118550,43404,52551,102078,40131,42936,0.8651240712863595,63.622043889432625
465,Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,4494204,2220465,2273739,2731677,1565394,1166283,990345,494226,496119,4736,2363,2373,1437375,934157,503218,896547,540828,3056829,540762,436792,88404,371417,3981502,483750,4947,1286,7898,349,114,14358,56508,181467,8002,52398,926088,80582,1006670,665376,353996,256398,2826453,927026,689979,534790,22876,212662,128471,24922,473849,9848,211780,515736,16965,46432,513794,239695,653913,8271,50739,466045,476,830,7858,325066,238355,787,135340,10919,14453,32514,46967,37350,195412,65655,92407,249212,175397,103567,1.0239922718889962,60.782220833767234
466,Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,1998603,1057436,941167,1304513,783705,520808,562505,297386,265119,3873,2074,1799,814914,565357,249557,560041,254873,1183689,228881,248072,48648,289313,1823930,147842,7050,4951,1203,7328,311,5988,94342,183340,8517,40774,309592,195321,504913,184997,99814,92586,1171301,510728,308331,194290,18860,78124,94539,17140,241710,15986,163900,270128,11278,6923,334347,238492,326556,25466,32093,223433,293,416,3606,152745,135508,757,93390,8362,10448,27819,38267,32978,173991,69717,71296,108729,37233,69967,0.8900463006744617,65.27124196251081
467,Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,1840221,963449,876772,983110,600541,382569,318001,166662,151339,164,89,75,599089,459037,140052,453567,145522,1241132,217672,131877,31600,217940,1075440,750368,5952,5295,189,517,21,2439,55064,89329,2825,18303,335888,115486,451374,251669,164763,69522,1227283,391275,215849,167023,7361,60499,63056,7487,194951,4256,101804,206663,4225,16858,253796,205042,300111,10385,70,210241,19,55,4580,45254,250627,220,97536,4824,5382,19632,25014,26131,125550,44061,55358,125019,37253,16955,0.9100346774972001,53.42347468048675
468,Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,1656616,881776,774840,1017087,603596,413491,309980,166454,143526,15,9,6,524676,430934,93742,419027,105649,1131940,239350,129517,51330,104479,1375788,273967,1263,504,2033,606,65,2390,32510,61491,2488,18082,299785,65985,365770,237853,107628,95072,1069916,361028,223535,178143,6011,58628,37935,7070,161683,2647,64187,174734,5981,23163,259962,157415,268151,6646,1521,226228,67,190,1496,146596,72121,297,47225,2930,7399,18880,26279,24713,109000,38071,46216,103765,39694,60021,0.878726570013246,61.3954591770211
469,Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,1796184,963255,832929,1170243,692964,477279,460544,248195,212349,801,398,403,628864,493991,134873,448651,180213,1167320,224986,234069,20783,149026,1612968,176327,1300,478,819,155,103,4034,23831,49753,2682,25354,363933,41323,405256,235341,157167,97740,1100820,415918,276272,220794,12752,101117,40159,17377,163780,3594,65556,184973,3816,26754,309804,197245,320512,6125,21093,251016,120,218,1138,167007,85797,287,53449,1260,9635,24395,34030,31923,146889,53074,61892,118132,30422,76669,0.8647024931093013,65.15162143744739
470,Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,1599596,838485,761111,813424,507279,306145,555397,291303,264094,193,102,91,639086,402644,236442,415312,223774,960510,141102,321410,30491,146083,1372381,220423,2225,522,687,545,3,2810,22034,43753,1503,15029,349856,30764,380620,184229,89011,45341,1034099,336401,210556,210669,4403,81230,35502,5468,145907,1530,52946,154650,3275,12183,264959,92723,271140,3175,15274,232180,86,228,699,171705,33644,180,26654,2011,9311,22015,31326,23683,103416,35056,44677,105957,35694,71044,0.9077216646690162,50.851840089622634
471,Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,3564544,1818055,1746489,1954820,1183722,771098,544231,278947,265284,80269,41003,39266,1116973,804857,312116,523258,593715,2447571,265686,528388,57049,265850,2928462,620244,5006,767,4619,383,133,4930,29304,127331,3486,35931,742324,42775,785099,836856,170911,119625,2236842,772777,500373,432174,12849,89443,70192,13754,383308,3858,103014,404094,7032,47546,473720,266463,549999,5421,580,378703,195,567,5106,214524,303575,382,171798,2702,9117,26079,35196,33962,194609,64329,96318,224748,104073,40527,0.9606359543578165,54.84067527291009
472,Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,1221592,641011,580581,641191,397586,243605,240519,126325,114194,71610,36834,34776,503351,326783,176568,357033,146318,718241,267580,131354,14882,89535,1163804,33724,1351,1034,69,20390,41,1179,20720,77082,1079,9906,258013,43819,301832,185575,32237,34658,793551,265080,159666,118185,5511,39275,36718,4266,118747,2163,53524,126482,3469,5851,201091,84273,209129,6708,31045,163443,72,237,517,115487,36945,97,20604,2110,7680,20378,28058,18155,94058,33251,42652,74048,21714,65446,0.905727046805749,52.48814661523651
473,Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,4589838,2394476,2195362,3127260,1742440,1384820,948294,498799,449495,7506,4036,3470,1542806,1226399,316407,1152285,390521,3047032,175578,203029,99863,1064336,3537787,985070,20493,23883,3877,4975,504,13249,469747,582769,68506,152257,344155,717566,1061721,489898,378742,639260,2678289,1161686,685258,539667,90205,271988,337254,44139,506004,111961,506413,607420,57277,45231,796009,654614,688062,107236,4305,380839,456,491,7110,243172,503471,1602,427563,60932,24634,59605,84239,91280,406787,158994,156513,253877,77688,75948,0.9168444369457034,68.13443088841044
474,Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,875958,466358,409600,488106,302283,185823,220898,117389,103509,647,355,292,349676,237153,112523,238712,110964,526282,114244,130422,13523,91487,815142,57454,965,389,94,234,157,1523,12874,42936,1316,11298,198298,48525,246823,119002,33810,37165,527067,201394,137393,85723,5755,42442,21276,5417,105277,1820,35422,113025,2331,2711,154755,70567,157367,4536,25175,117760,123,191,844,97343,19921,179,18115,1170,6219,14004,20223,12647,65642,23423,29572,57356,20253,46210,0.8782952152638102,55.72253464207188
475,Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,1868529,993377,875152,1203885,712110,491775,368206,196507,171699,478,258,220,560840,466067,94773,424782,136058,1307689,270888,137174,24784,127994,1746649,100723,1729,475,8814,4161,38,5940,43074,79022,2642,24451,338475,72783,411258,234774,144516,111696,1193660,402321,265638,216358,7361,49983,53444,9035,196084,4061,76780,209597,4478,21800,288281,158322,301040,7547,2801,242981,31,70,1221,140987,128576,88,63151,4252,7670,19256,26926,24297,117640,40481,52862,122392,44226,41621,0.8809867754135641,64.42955929503904
476,Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,2547184,1367125,1180059,1507746,943346,564400,506580,271295,235285,1520,826,694,840939,635142,205797,594799,246140,1706245,235886,179248,44453,381352,2310776,216933,3179,2872,883,2056,126,10359,107867,281239,8726,37596,407488,177802,585290,303291,155937,103102,1600686,535738,327854,212964,16580,56649,124260,16178,287981,16520,221574,318989,14830,14386,378353,240390,385642,19001,32876,246837,48,131,8707,110040,193876,878,119348,44350,9034,23392,32426,30658,159951,56483,72810,159432,58974,106867,0.8631683276949803,59.19266138606398
477,Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,2205968,1114709,1091259,1363044,773082,589962,474537,241498,233039,22915,11464,11451,696747,475413,221334,396438,300309,1509221,145225,212343,118614,220565,1769937,428555,2109,340,564,155,129,4179,40087,149908,2656,26716,352207,99321,451528,344570,209493,150462,1402738,467343,323260,228921,7411,58485,47576,9349,216857,3652,82073,232564,6358,30271,297148,160149,313109,5380,407,273408,64,233,3727,109751,187140,242,42095,3106,4729,12661,17390,17062,94455,31074,46319,129170,79818,23942,0.9789631195226737,61.788928941852284
478,Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,3443689,1825743,1617946,2141488,1254520,886968,624149,334198,289951,3390,1828,1562,1090539,898810,191729,890810,199729,2353150,196068,153995,63096,677380,2183255,1185643,10582,24912,1855,18544,236,18662,236071,425624,23717,69473,381520,422303,803823,412280,254337,275076,2165117,780475,451827,331961,42392,131511,186553,28088,382571,41567,354359,440962,30303,17236,527894,497784,510035,47594,177,311371,62,75,7440,77119,470187,380,248730,32332,10069,30220,40289,46649,241587,91147,103791,206090,80779,21439,0.8861849668874535,62.18587102377712
479,Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,2496970,1312302,1184668,1428683,865837,562846,661129,347436,313693,20132,10480,9652,881996,613061,268935,537091,344905,1614974,178132,334372,80246,289246,2292534,195765,2373,1133,341,701,27,4096,43500,145997,4447,24518,465152,77963,543115,361642,177109,140668,1590528,552177,346773,309079,10205,110625,63155,11801,218005,5703,136132,237437,7631,17924,346953,131018,381372,6470,62226,274880,1218,968,3724,190622,98038,685,44170,7808,9304,26529,35833,28534,146756,50460,67762,139889,68341,102159,0.9027403753099515,57.216666599919094
480,Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,4772006,2503186,2268820,2263848,1357435,906413,731406,385244,346162,685,377,308,1417811,1193439,224372,1104968,312843,3354195,368638,338384,88733,622056,2488265,2248392,13157,7555,1260,2426,382,10569,179473,281758,11690,61846,692398,355518,1047916,635957,186311,186489,3168270,988486,525574,399563,19316,133640,148802,23837,465306,18797,283005,504670,15527,39689,700569,532409,737631,39319,192,509146,77,162,7297,99762,650922,210,266687,10544,14543,47550,62093,65904,304648,107450,131294,307224,110774,34055,0.9063729183528512,47.44017505426439
481,Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,4143512,2193434,1950078,2417339,1448528,968811,561250,298587,262663,317,176,141,1291644,1081569,210075,1085491,206153,2851868,336049,323641,45952,586002,2382914,1711453,6495,18601,1516,16345,60,6128,147785,368153,10077,56149,673746,296104,969850,826387,148770,98691,2671757,911621,544283,377807,32866,152598,145278,26827,467994,19878,331760,512592,17771,28573,579578,553728,645420,27173,264,465696,134,202,9516,150102,478281,770,203329,21322,11875,36471,48346,51215,263529,96254,116060,261518,107994,53004,0.8890525085322831,58.34034027173084
482,Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,2031007,1072002,959005,1061095,654290,406805,333558,176436,157122,1714,892,822,618605,534939,83666,463415,155190,1412402,216476,224192,22782,155155,1449007,489686,3510,84787,360,138,45,3474,47723,83006,2870,18097,371752,89638,461390,294135,77602,66129,1320476,449673,256276,242225,7560,70230,55738,8642,192082,3823,106945,205860,5136,32806,330245,169387,349881,7346,307,259939,46,163,2186,50892,298535,119,98099,1041,9361,26996,36357,35218,154326,53790,65318,133028,37759,12043,0.8945925474019638,52.24477315932441
483,Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,867848,437744,430104,401515,250122,151393,60429,30755,29674,550427,276742,273685,481294,251691,229603,327445,153849,386554,306419,96815,5516,72544,827293,25597,358,72,32,14077,27,392,17984,71612,716,5961,209813,24269,234082,142397,21854,19109,545987,204801,115608,62048,2803,20596,31782,2318,72023,1433,37216,78345,4004,4259,169441,42404,171300,5499,45188,104251,712,1456,3756,95295,21922,924,23928,13099,5456,19446,24902,21840,91586,35231,34515,53867,7691,60829,0.9825468767133302,46.26559028770015
484,Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,3209141,1606085,1603056,1931559,1121381,810178,709252,351054,358198,723,380,343,1066601,704569,362032,553013,513588,2142540,305746,386563,68642,305650,2731351,452394,3920,1451,7795,746,43,11441,46358,140538,5149,34400,711085,41701,752786,427626,238011,197846,2002569,703727,492097,447696,15781,231339,104506,16752,369563,6063,135185,397265,10950,32731,463068,186336,523892,6378,69561,341391,394,459,3747,291932,155290,671,113727,4594,14513,33056,47569,36506,184070,62623,84941,199577,103038,87032,0.9981140475130519,60.18928429757371
485,Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,3405559,1752542,1653017,1965843,1165965,799878,1030367,526735,503632,1756,876,880,1204710,867393,337317,644869,559841,2200849,316891,507882,60774,319163,2975998,413243,3634,2424,722,397,602,8539,65080,247856,5184,34788,705025,73393,778418,540661,182823,153041,2116007,776583,506583,509053,13483,174654,94437,15715,337107,7023,130197,363829,11007,46600,568968,297883,597191,12244,52141,430363,216,497,2251,341166,172901,719,125452,10160,22027,47037,69064,57790,256164,90533,107841,219117,70008,100286,0.9432110614182142,57.72453215463306
486,Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,2335819,1223889,1111930,1043666,630408,413258,307936,162844,145092,358,207,151,737261,609693,127568,564266,172995,1598558,214187,230238,54238,238598,1073890,1181337,9201,65316,384,1307,63,4321,62281,131112,3847,25960,396775,143217,539992,278477,51703,43839,1576123,491164,258913,247366,14386,94941,73261,15035,232709,6956,134249,253787,6043,21958,339126,254563,373771,14956,167,242661,64,159,2885,40024,341262,220,145801,3358,7548,25173,32721,34149,150333,52141,64043,158241,52146,12155,0.90852193295307,44.68094488485623
487,Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,3466382,1834106,1632276,2077108,1220114,856994,764450,407029,357421,980,517,463,1037344,911136,126208,882701,154643,2429038,221567,273050,34032,508695,1966892,1454052,6523,18627,1937,10208,135,8008,149035,404499,9699,38816,605082,284156,889238,474060,163463,154153,2228689,769736,433862,365960,21310,116358,151620,16788,386772,17404,294410,419470,15910,28835,472744,468873,555491,26897,276,388400,32,726,8812,131048,408736,1792,190539,9937,10249,33995,44244,51906,253552,93215,108431,220551,70629,49192,0.8899572870924581,59.92149739988264
488,Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,1715183,869656,845527,954949,567098,387851,369039,187413,181626,1593,823,770,539469,383482,155987,265453,274016,1175714,149604,241825,28884,119156,1300586,404410,1766,447,4393,95,35,3451,17671,79525,2031,19729,324972,27179,352151,341757,86528,63506,1108368,352395,250502,201340,6778,48323,37986,7331,184329,2386,49191,195440,3780,25595,231166,123330,253488,2887,369,162394,120,283,2341,109340,130175,289,91688,1904,5769,12844,18613,14742,75305,24834,35729,100000,64122,18525,0.9722545466253323,55.67621647369406
489,Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,3006538,1606403,1400135,1490930,915142,575788,532673,285280,247393,508,259,249,892214,783313,108901,699503,192711,2114324,344973,275192,31141,240908,2412595,527581,4630,51090,2312,301,84,7945,91958,115163,3889,27533,520289,134714,655003,451571,96308,87355,1961237,652237,368743,333199,9927,122562,73581,12078,268315,5667,135885,288372,7979,58272,496446,243864,497520,14789,1670,362204,86,273,4627,115436,368601,207,148086,6034,17460,41129,58589,49628,201954,70340,81986,190971,66687,34164,0.8715963553354917,49.589594410581206
